1516870357, -0.26, -0.00, -1.02, -0.18, 0.06, 1.10
1516870357, -0.26, -0.01, -0.99, -0.30, 0.00, 0.98
1516870357, -0.25, -0.00, -1.00, -0.30, -0.06, 1.04
1516870357, -0.26, 0.01, -0.99, -0.24, -0.06, 1.10
1516870357, -0.25, -0.00, -1.00, -0.37, 0.00, 1.10
1516870357, -0.25, -0.00, -1.01, -0.30, 0.06, 1.04
1516870357, -0.26, 0.01, -1.01, -0.24, 0.12, 1.10
1516870357, -0.26, 0.00, -1.01, -0.18, 0.00, 0.98
1516870357, -0.26, 0.01, -1.00, -0.24, 0.06, 1.10
1516870357, -0.25, -0.00, -0.99, -0.30, 0.12, 1.10
1516870357, -0.25, 0.00, -1.01, -0.30, -0.06, 1.16
1516870357, -0.26, -0.00, -0.99, -0.24, -0.06, 1.10
1516870357, -0.25, -0.00, -1.00, -0.30, -0.06, 1.16
1516870357, -0.25, 0.01, -0.99, -0.24, 0.06, 1.04
1516870357, -0.25, 0.00, -0.99, -0.37, -0.06, 1.10
1516870357, -0.26, -0.00, -1.00, -0.30, 0.06, 1.10
1516870357, -0.26, 0.01, -1.00, -0.43, 0.06, 1.22
1516870357, -0.27, -0.00, -1.00, -0.18, 0.00, 1.10
1516870357, -0.26, -0.00, -1.00, -0.12, 0.00, 1.10
1516870357, -0.25, 0.01, -0.99, -0.18, 0.06, 0.98
1516870357, -0.26, -0.00, -1.00, -0.12, 0.00, 1.04
1516870357, -0.25, -0.01, -1.00, -0.24, 0.00, 0.98
1516870357, -0.26, -0.00, -0.99, -0.30, -0.06, 1.10
1516870357, -0.26, -0.00, -1.00, -0.24, 0.06, 1.04
1516870357, -0.25, -0.01, -1.01, -0.30, 0.00, 1.10
1516870357, -0.26, -0.00, -1.00, -0.18, 0.00, 1.10
1516870357, -0.26, -0.00, -1.01, -0.12, 0.12, 1.04
1516870358, -0.26, -0.00, -1.00, -0.12, 0.00, 1.04
1516870358, -0.25, -0.01, -1.00, -0.24, 0.12, 1.10
1516870358, -0.25, 0.00, -1.00, -0.18, 0.00, 1.04
1516870358, -0.26, -0.00, -1.00, -0.30, -0.06, 1.16
1516870358, -0.26, 0.00, -1.00, -0.24, 0.00, 1.10
1516870358, -0.26, 0.00, -1.00, -0.30, -0.06, 1.04
1516870358, -0.25, -0.00, -0.99, -0.18, 0.00, 0.98
1516870358, -0.25, 0.00, -0.99, -0.24, 0.00, 1.04
1516870358, -0.25, 0.01, -0.99, -0.24, 0.00, 1.10
1516870358, -0.26, -0.00, -0.99, -0.30, -0.06, 1.04
1516870358, -0.25, -0.00, -0.99, -0.18, 0.06, 1.04
1516870358, -0.25, -0.00, -0.99, -0.18, 0.12, 1.10
1516870358, -0.25, 0.01, -1.00, -0.30, 0.06, 1.22
1516870358, -0.26, -0.00, -1.00, -0.24, 0.12, 1.04
1516870358, -0.25, 0.00, -0.99, -0.18, 0.06, 1.04
1516870358, -0.25, -0.00, -0.99, -0.30, -0.06, 0.98
1516870358, -0.26, -0.00, -1.00, -0.30, -0.06, 1.16
1516870358, -0.26, -0.00, -0.99, -0.24, 0.06, 1.10
1516870358, -0.26, 0.00, -0.99, -0.18, 0.00, 1.04
1516870358, -0.25, -0.01, -1.01, -0.24, 0.06, 1.10
1516870358, -0.25, 0.01, -1.00, -0.06, 0.06, 1.04
1516870358, -0.25, -0.01, -1.00, -0.30, 0.00, 1.04
1516870358, -0.25, -0.00, -0.98, -0.30, 0.12, 1.16
1516870358, -0.26, -0.00, -1.00, -0.30, 0.00, 1.04
